unit,cycle,op_setting_1,op_setting_2,op_setting_3,s2,s3,s4,s6,s7,s8,s9,s11,s12,s13,s14,s15,s17,s20,s21
1,11,20.0016,0.7,100.0,0.35522388059700916,0.3442586399108194,0.1380610412926373,0.45454545454543904,0.22602739726027465,0.14012738853489282,0.11221998088969087,0.19892473118279597,0.13951890034364212,0.12582781456967496,0.1397571049873676,0.5213009619789304,0.2727272727272734,0.4961832061068705,0.3995983935742977
1,12,34.9993,0.84,100.0,0.13662790697676996,0.4975867616639853,0.36260568793236203,0.5000000000000284,0.21057985757883912,0.16040955631410725,0.10215751002121465,0.18404907975460105,0.12334801762114722,0.15974440894569852,0.14355304305990302,0.6251644015782567,0.2727272727272734,0.2626262626262612,0.3494449188727575
1,13,24.9986,0.62,60.0,0.29893238434164005,0.3872861884094938,0.3256780835478068,0.5999999999999943,0.19920318725099406,0.22950819672132639,0.1295802798134531,0.2451612903225815,0.16618075801748944,0.22265625,0.16576807873340726,0.5119073160266048,0.3333333333333286,0.5740740740740762,0.5037872115553981
1,14,20.0056,0.7008,100.0,0.48656716417912094,0.17279821627647607,0.3057450628366283,0.45454545454543904,0.25653798256537996,0.15286624203804422,0.13732880348232612,0.23118279569892408,0.16288659793814375,0.13907284768220052,0.14764811047407989,0.6598717361429216,0.36363636363636687,0.24427480916030575,0.44979919678715063
1,15,25.0,0.62,60.0,0.22775800711741567,0.4174112841460307,0.2597505444466428,0.5999999999999943,0.239043824701195,0.20901639344265277,0.1701365756162545,0.251612903225805,0.13119533527696703,0.2109374999998863,0.15361574668378353,0.6449259815490223,0.22222222222222143,0.4444444444444464,0.4137748810991724
1,16,20.0006,0.7012,100.0,0.13731343283581054,0.25061315496098047,0.37791741472172546,0.45454545454543904,0.21357409713574071,0.13375796178365817,0.15128994585411704,0.18817204301075563,0.13951890034364212,0.14569536423869067,0.14524381973984646,0.584974805313788,0.09090909090909349,0.4274809160305324,0.41202309236948054
1,17,9.9989,0.2506,100.0,0.1928374655647076,0.12038453135241411,0.18923641446793482,0.33333333333337123,0.09192383453709496,0.14285714285711038,0.11312664907651993,0.1707317073170742,0.09269662921348143,0.11475409836066319,0.16338689294097009,0.634696016771489,0.36363636363635976,0.345588235294116,0.47054202670856426
1,18,42.0018,0.84,100.0,0.42441860465115155,0.2807017543859658,0.29484536082473767,0.6000000000000085,0.16025641025641235,0.3105802047781481,0.12735484637784822,0.26785714285714235,0.26227208976157,0.3047619047619037,0.20177165354330384,0.6304616652926605,0.2727272727272734,0.4599999999999991,0.48401673640167253
1,19,20.0031,0.7,100.0,0.28656716417907546,0.21739130434782794,0.2219030520646328,0.45454545454543904,0.21170610211706276,0.1210191082802794,0.11466185369996396,0.2634408602150522,0.1271477663230236,0.10596026490088661,0.15387460699093936,0.6928538708199738,0.2727272727272734,0.12213740458015465,0.31287650602409656
1,20,20.007,0.7014,100.0,0.22985074626865298,0.3279821627647763,0.17522441651705734,0.45454545454543904,0.245330012453298,0.1210191082802794,0.13350674169231525,0.2634408602150522,0.16563573883161453,0.09271523178836105,0.16238209728130215,0.5758131012368324,0.2727272727272734,0.2977099236641223,0.3178965863453804
1,21,0.0027,0.0011,100.0,0.23756906077346684,0.20707847878654917,0.3061720395269738,0.5714285714285552,0.07336448598131184,0.20238095238119058,0.08748392867124721,0.27380952380952195,0.061119671289162625,0.1975308641974607,0.16648713345302468,0.5630505914925727,0.25,0.4047619047619051,0.33479329131502666
1,22,20.0025,0.7,100.0,0.4358208955223688,0.22630992196209831,0.16535008976660492,0.45454545454543904,0.16189290161893055,0.13375796178365817,0.07405244718123072,0.2204301075268802,0.17731958762886535,0.09271523178836105,0.13741446273349567,0.5806229958772349,0.2727272727272734,0.35877862595419785,0.5087851405622494
1,23,0.0002,0.0018,100.0,0.3038674033149107,0.2327984172345552,0.1989308277984776,0.5714285714285552,0.15093457943925515,0.5773809523809632,0.13952708368270095,0.22023809523809135,0.13456599897277854,0.5925925925923821,0.23836026331537852,0.5617920966524004,0.25,0.4464285714285694,0.5014421536160683
1,24,25.005,0.62,60.0,0.21352313167258785,0.2364054123053343,0.16689764403088247,0.4000000000000057,0.24701195219123306,0.2213114754098342,0.11808794137242273,0.25806451612903203,0.11224489795918302,0.22265625,0.18605049208386504,0.6140313237502681,0.11111111111110716,0.45370370370370416,0.3857671305266859
1,25,42.0067,0.8413,100.0,0.33720930232559,0.2300867110304523,0.3147766323024044,0.6000000000000085,0.3435897435897459,0.2866894197951524,0.10922921495215832,0.26785714285714235,0.24824684431977673,0.29841269841267604,0.1552657480314963,0.5857378400659528,0.2727272727272734,0.3000000000000007,0.4023430962343095
1,26,19.9999,0.7,100.0,0.15522388059702052,0.327090301003345,0.2917414721723546,0.45454545454543904,0.20485678704856625,0.15923566878996098,0.10107230066886075,0.12365591397849585,0.15120274914089293,0.12582781456967496,0.1829726897232007,0.6076500229042594,0.2727272727272734,0.3206106870228993,0.3190261044176701
1,27,10.0038,0.25,100.0,0.250688705234154,0.3917413152720144,0.1565612441027433,0.5,0.1096520026263903,0.16806722689057096,0.13846745822338846,0.25,0.1587078651685374,0.11475409836066319,0.14960582535957911,0.6040356394130022,0.2727272727272734,0.404411764705884,0.40231174952306503
1,28,0.0023,0.0004,100.0,0.48618784530384573,0.2158716201362907,0.3241535720071269,0.5714285714285552,0.07990654205607939,0.2261904761905953,0.10470121303593771,0.29166666666666785,0.02927580893682702,0.2530864197531173,0.14159186116098965,0.6269821293732676,0.25,0.30952380952380665,0.447494925755791
1,29,25.0056,0.62,60.0,0.16014234875441957,0.14679601736022363,0.32429221936249775,0.4000000000000057,0.23240371845949426,0.21311475409834202,0.1871252498334428,0.3032258064516107,0.1370262390670547,0.2031249999998863,0.165939238339746,0.5713366230422672,0.3333333333333286,0.5648148148148167,0.38946626739475043
1,30,20.0019,0.7,100.0,0.2746268656716211,0.2216276477146053,0.22639138240574397,0.45454545454543904,0.1811955168119539,0.108280254777128,0.09693173372969,0.21505376344086002,0.13470790378006825,0.11920529801341218,0.15923802478268811,0.6305542830966537,0.18181818181817988,0.35877862595419785,0.45720381526104603
1,31,20.0029,0.7,100.0,0.3910447761194007,0.4479375696767036,0.16696588868940765,0.45454545454543904,0.19613947696139533,0.14649681528680958,0.11020278161163333,0.18817204301075563,0.14776632302405446,0.11920529801341218,0.17705443560816292,0.6642235455794783,0.09090909090909349,0.35114503816793885,0.4712600401606437
1,32,35.0063,0.84,100.0,0.2354651162791015,0.1261778901401982,0.2690238278247499,0.3333333333333428,0.22075279755849664,0.1706484641638326,0.1536783777411017,0.11042944785275921,0.2136563876651998,0.17891373801921873,0.18047871060861098,0.6587023235423075,0.18181818181818343,0.7070707070707059,0.44594363791630975
1,33,41.9983,0.842,100.0,0.4680232558139892,0.24904214559386872,0.22336769759450092,0.6000000000000085,0.13205128205128247,0.2866894197951524,0.1474416116954913,0.27380952380952195,0.23422159887797633,0.30793650793634697,0.1935285433070817,0.5888293487221787,0.18181818181818343,0.379999999999999,0.31514644351464405
1,34,35.0052,0.8403,100.0,0.1686046511628092,0.15329809239255354,0.36548808608762684,0.5000000000000284,0.1688708036622586,0.15699658703078967,0.08960150907805087,0.1349693251533708,0.20264317180616942,0.16293929712458066,0.15503969208563717,0.6799649276633062,0.3636363636363633,0.47474747474747403,0.4604611443210942
1,35,9.9991,0.25,100.0,0.2975206611569945,0.2798776491151429,0.23571553381093935,0.5,0.1595535128036758,0.176470588235361,0.14341468777483612,0.1646341463414629,0.1615168539325822,0.13934426229525343,0.1631461756033019,0.4910901467505262,0.2727272727272734,0.3161764705882355,0.4808663449668984
1,36,41.9996,0.8402,100.0,0.2296511627907023,0.17624521072796995,0.25309278350515285,0.6000000000000085,0.19743589743590206,0.276450511945427,0.06733226362393907,0.24404761904761685,0.22300140252454526,0.3047619047619037,0.15569635826771844,0.6044929925803793,0.2727272727272734,0.41999999999999993,0.3722175732217572
1,37,35.0002,0.84,100.0,0.40697674418606766,0.2854516203171684,0.2194465795541909,0.3333333333333428,0.15666327568667526,0.15699658703078967,0.08229191228483757,0.12883435582822145,0.14317180616740188,0.1661341853035765,0.12713495309117206,0.5725558965366062,0.2727272727272734,0.5252525252525242,0.34210076857386973
1,38,0.0006,0.0,100.0,0.40607734806630447,0.4036051879533957,0.3735622873805262,0.5714285714285552,0.0420560747663572,0.03571428571422075,0.08904913634076905,0.4464285714285694,0.054956343091937754,0.006172839506234595,0.1602034709754676,0.6800906116284935,0.25,0.4166666666666643,0.41416515329558834
1,39,35.0073,0.84,100.0,0.21802325581396076,0.4215122960239057,0.2934281322059995,0.3333333333333428,0.15564598168871058,0.1740614334471502,0.1221410044800777,0.22085889570551842,0.18392070484581424,0.15654952076681639,0.1470411354342076,0.7005699254712852,0.2727272727272734,0.5050505050505052,0.3424423569598627
1,40,35.0033,0.84,100.0,0.24709302325584304,0.31280165479200406,0.12970791698693418,0.5000000000000284,0.26653102746693946,0.15358361774758578,0.11489035604810738,0.20858895705521618,0.1585903083700444,0.17252396166134076,0.13958383449602962,0.7025427444103478,0.2727272727272734,0.5252525252525242,0.41383432963279354
1,41,25.0009,0.6201,60.0,0.38078291814943555,0.30150625478682613,0.248861611562063,0.5999999999999943,0.19787516600265675,0.20491803278684984,0.1448201199200554,0.21935483870968042,0.258017492711371,0.22265625,0.1228925973470325,0.615318601158549,0.3333333333333286,0.620370370370372,0.5340849039985915
1,42,24.9994,0.62,60.0,0.270462633451956,0.43757978044421364,0.21936250247475542,0.5999999999999943,0.2164674634794146,0.25,0.1183377748167942,0.32258064516128826,0.2623906705539376,0.23828125,0.1741548994437352,0.5627547736537224,0.22222222222222143,0.4444444444444464,0.32710938876167184
1,43,25.0043,0.6212,60.0,0.29537366548038335,0.3413326525402063,0.08651752128291079,0.5999999999999943,0.16069057104913753,0.21311475409834202,0.07928047968020735,0.2451612903225815,0.19096209912536466,0.23828125,0.17252888318355986,0.5462347135807732,0.3333333333333286,0.5648148148148167,0.5252774352651048
1,44,25.0055,0.62,60.0,0.13167259786476393,0.17207046208833177,0.29063551771925944,0.4000000000000057,0.20053120849933492,0.2008196721311606,0.11767155229847504,0.1935483870967758,0.09475218658892004,0.2070312499998863,0.16747967479675197,0.6125295001072715,0.44444444444444287,0.4444444444444464,0.4490047560331174
1,45,25.0027,0.62,60.0,0.33096085409249554,0.2933367372989544,0.3535933478519091,0.4000000000000057,0.19389110225763773,0.2008196721311606,0.17829780146568908,0.16129032258064413,0.16909620991253504,0.22265625,0.17107402652973747,0.5543874704998899,0.44444444444444287,0.3981481481481506,0.48652457283776585
1,46,0.002,0.0,100.0,0.5718232044198999,0.21015607825895444,0.4203790701441754,0.5714285714285552,0.08130841121495536,0.2797619047619264,0.10386270892727367,0.27380952380952195,0.06368772470467476,0.29629629629607734,0.15918611609814803,0.6705260508431898,0.1666666666666643,0.4404761904761898,0.24687533383185212
1,47,25.0031,0.62,60.0,0.519572953736656,0.11998978810313687,0.34270441496733284,0.4000000000000057,0.3027888446215137,0.21311475409834202,0.10559626915389231,0.1935483870967758,0.09620991253644107,0.2109374999998863,0.19897304236199886,0.5717657155116918,0.44444444444444287,0.41666666666666785,0.48758146908578404
1,48,41.9986,0.84,100.0,0.38662790697674154,0.23532970356927052,0.24570446735394924,0.6000000000000085,0.21153846153846345,0.30034129692819533,0.10780293575800926,0.24404761904761685,0.25806451612903203,0.301587301587233,0.14985236220472586,0.6319043693322328,0.2727272727272734,0.34999999999999964,0.4823430962343096
1,49,20.0016,0.7004,100.0,0.30447761194028544,0.29632107023411436,0.194434470377022,0.45454545454543904,0.18991282689912836,0.14012738853489282,0.11545811657288141,0.1666666666666643,0.1429553264604806,0.12582781456967496,0.13365390543123112,0.6335318369216694,0.36363636363636687,0.38931297709923385,0.4841867469879517
1,50,35.0039,0.842,100.0,0.30813953488373613,0.19903470466559625,0.2117601844734871,0.5000000000000284,0.1973550356052911,0.18430034129687556,0.09007309596793078,0.17177914110429526,0.11563876651982241,0.15335463258793425,0.19010103439980952,0.6021481806225353,0.09090909090908994,0.42424242424242387,0.5385140905209234
1,51,10.0046,0.2505,100.0,0.2782369146005408,0.42560629233122427,0.37008561943036966,0.5,0.1385423506237693,0.10924369747908713,0.16457783641160262,0.22560975609756184,0.19662921348314555,0.09016393442630033,0.17548293915869806,0.4944968553459148,0.2727272727272734,0.360294117647058,0.44708786892604735
1,52,42.0004,0.8406,100.0,0.4156976744185954,0.2629562411776547,0.2585910652920944,0.6000000000000085,0.25897435897435983,0.3037542662115129,0.07785107268081504,0.15476190476190155,0.17531556802244097,0.2793650793651068,0.18042568897637778,0.6180956306677636,0.09090909090908994,0.4399999999999995,0.5030962343096235
1,53,20.006,0.7,100.0,0.3373134328358276,0.30256410256410504,0.17935368043087863,0.45454545454543904,0.25653798256537996,0.14012738853489282,0.13079944792441012,0.20430107526881613,0.15051546391752524,0.15231788079472608,0.1742802539917392,0.6081081081081052,0.2727272727272734,0.2977099236641223,0.40662650602409656
1,54,42.0026,0.841,100.0,0.25872093023255616,0.2962290784432362,0.21048109965635575,0.6000000000000085,0.257692307692313,0.29010238907846997,0.14227134961669208,0.327380952380949,0.21318373071528995,0.30793650793634697,0.18300935039369648,0.6469497114591931,0.2727272727272734,0.4499999999999993,0.48719665271966583
1,55,42.0047,0.84,100.0,0.4040697674418823,0.2899778181084933,0.3302405498281793,0.6000000000000085,0.21666666666667211,0.3105802047781481,0.1246805728888063,0.1845238095238102,0.2987377279102361,0.30793650793634697,0.16947588582677042,0.7032151690024726,0.2727272727272734,0.47000000000000064,0.47012552301255184
1,56,20.0018,0.7,100.0,0.08059701492535964,0.34581939799330996,0.28976660682226196,0.45454545454543904,0.22042341220423367,0.13375796178365817,0.13244505786176575,0.3172043010752681,0.17731958762886535,0.10596026490088661,0.1577584612539269,0.5723774622079709,0.18181818181817988,0.33587786259542085,0.275476907630523
1,57,0.0015,0.0008,100.0,0.39779005524863464,0.11782809408661166,0.3711323505588844,0.5714285714285552,0.09252336448598442,0.22023809523807358,0.09111744647547937,0.23809523809523725,0.04108885464818002,0.2345679012344135,0.16415320167564573,0.5874653913918948,0.3333333333333286,0.327380952380949,0.36192714453584074
1,58,42.0047,0.84,100.0,0.31976744186044925,0.21778584392014366,0.17164948453608275,0.6000000000000085,0.3346153846153861,0.2866894197951524,0.10506923396921763,0.29761904761904745,0.26227208976157,0.29841269841267604,0.18805364173228156,0.6652926628194535,0.09090909090908994,0.379999999999999,0.31916317991631793
1,59,24.9987,0.6209,60.0,0.3879003558718921,0.23104416645391623,0.2201544248663616,0.5999999999999943,0.2257636122177935,0.20901639344265277,0.1568954030646239,0.2838709677419331,0.19679300291544877,0.21875,0.1911852802738565,0.6378459558034777,0.3333333333333286,0.5092592592592613,0.3794257530385785
1,60,20.0033,0.7007,100.0,0.3283582089551942,0.3092530657748114,0.1999999999999993,0.5454545454545325,0.22665006226650064,0.1273885350317414,0.1217751353646861,0.35483870967741993,0.14501718213058723,0.10596026490088661,0.18026015658713845,0.642693540998625,0.18181818181817988,0.21374045801526975,0.5353915662650621
1,61,35.0027,0.84,100.0,0.34883720930235995,0.3192369570213742,0.17524980784012456,0.3333333333333428,0.2553407934893208,0.1740614334471502,0.1056944116953531,0.1779141104294446,0.1585903083700444,0.1661341853035765,0.17049554967524472,0.6021481806225353,0.3636363636363633,0.2626262626262612,0.5923142613151153
1,62,42.0028,0.841,100.0,0.30523255813955075,0.2782819116757409,0.2539518900343616,0.6000000000000085,0.22307692307692406,0.29692832764499144,0.1451239080049973,0.26785714285714235,0.15007012622720595,0.29523809523800537,0.19592765748031127,0.7306265457543262,0.2727272727272734,0.4299999999999997,0.3819246861924679
1,63,0.0026,0.0,100.0,0.4447513812154682,0.1642119147065273,0.14984610400129483,0.4285714285714448,0.062149532710282784,0.36309523809541133,0.1094527363184028,0.1607142857142847,0.08269131997945323,0.36419753086420315,0.15667265110712236,0.587968789327963,0.25,0.36904761904761685,0.39856852900330964
1,64,9.9987,0.25,100.0,0.22314049586773876,0.2918942538780911,0.2334439979031977,0.5,0.10242941562704999,0.14285714285711038,0.13736807387862626,0.22560975609756184,0.14676966292134708,0.12295081967226906,0.12439068423903166,0.5309224318658288,0.5454545454545467,0.5,0.4742453147794876
1,65,0.0002,0.001,100.0,0.24309392265192287,0.1980655089030563,0.2007127814676828,0.5714285714285552,0.1537383177570142,0.595238095238301,0.1635083011906744,0.1369047619047592,0.16230097586029402,0.5864197530863748,0.19198084979054642,0.5356154039768448,0.1666666666666643,0.5059523809523832,0.48819570558700676
1,66,42.0043,0.84,100.0,0.375,0.15043355515224732,0.32388316151202545,0.4000000000000057,0.203846153846154,0.30034129692819533,0.1291376953705381,0.23214285714285765,0.22440392706872103,0.31111111111101764,0.1520054133858224,0.7106347897774086,0.09090909090908994,0.4900000000000002,0.36602510460251025
1,67,35.0054,0.84,100.0,0.3982558139534831,0.16341071018156939,0.11606456571868051,0.5000000000000284,0.18616480162767246,0.1706484641638326,0.11276821504362289,0.24539877300613355,0.20044052863436335,0.16932907348245863,0.18047871060861098,0.6633055677334525,0.3636363636363633,0.4848484848484844,0.6163962425277525
1,68,0.0001,0.0,100.0,0.270718232044203,0.3000659485601247,0.18840110157135825,0.5714285714285552,0.13364485981308505,0.5654761904761472,0.1495332327128409,0.1369047619047592,0.12429378531073709,0.6049382716046239,0.21795332136445467,0.5967782532091626,0.4166666666666643,0.553571428571427,0.5057152013673729
1,69,0.0008,0.0,100.0,0.18232044198896347,0.27060892503846645,0.1864571521140448,0.7142857142857224,0.17476635514018923,0.595238095238301,0.20090558443736484,0.27380952380952195,0.12942989214175427,0.5925925925923821,0.21071214841412456,0.5723634533098405,0.3333333333333286,0.5059523809523832,0.44834953530605404
1,70,41.9999,0.8414,100.0,0.18023255813955075,0.28009679370840956,0.3580756013745692,0.6000000000000085,0.2294871794871831,0.3105802047781481,0.14185535151838735,0.27976190476190155,0.24964936886395606,0.32063492063491594,0.20072588582677042,0.6420032976092358,0.2727272727272734,0.41000000000000014,0.3986610878661079
1,71,10.0061,0.25,100.0,0.19008264462809166,0.2707013327507113,0.3084046828586402,0.33333333333337123,0.11621799080761619,0.13445378151254772,0.1041666666666643,0.1646341463414629,0.13272471910112316,0.09836065573767883,0.16657639766504673,0.5442872117400448,0.2727272727272734,0.492647058823529,0.5512288183144456
1,72,42.0007,0.84,100.0,0.2936046511628092,0.41217987497479314,0.26683848797250675,0.6000000000000085,0.31538461538461604,0.31399317406135197,0.1267605633802873,0.30357142857142705,0.19635343618513446,0.30793650793634697,0.1971579724409409,0.604286892003298,0.18181818181818343,0.5199999999999996,0.5802510460251042
1,73,34.9996,0.8401,100.0,0.18023255813955075,0.23672718915192092,0.3981552651806304,0.5000000000000284,0.19125127161749944,0.17747440273035409,0.08576986559774014,0.22699386503067487,0.2290748898678423,0.15654952076681639,0.158347365888865,0.7178868917141585,0.18181818181818343,0.4646464646464654,0.4032450896669513
1,74,19.9997,0.7002,100.0,0.22985074626865298,0.4292084726867387,0.2445242369838425,0.45454545454543904,0.1861768368617689,0.15286624203804422,0.11089287610150222,0.37634408602150415,0.13814432989690673,0.10596026490088661,0.15973121262560852,0.6326156665139706,0.2727272727272734,0.3053435114503813,0.4679969879518069
1,75,10.0057,0.25,100.0,0.28099173553718515,0.3969849246231192,0.14100995981128506,0.33333333333337123,0.19238345370978394,0.12605042016821244,0.16182937554968646,0.0,0.18258426966291808,0.09836065573767883,0.14948546669074148,0.5419287211740063,0.2727272727272734,0.4411764705882355,0.534171249018069
1,76,20.0005,0.7007,100.0,0.28955223880595327,0.262876254180604,0.08456014362656816,0.45454545454543904,0.19178082191780987,0.14012738853489282,0.19025374243550175,0.1935483870967758,0.13402061855670055,0.16556291390725164,0.16114912767400114,0.577187356848377,0.2727272727272734,0.3816793893129784,0.4961094377510058
1,77,41.9999,0.8409,100.0,0.20058139534882002,0.20891308731599167,0.21254295532645884,0.4000000000000057,0.26666666666666927,0.29692832764499144,0.08504189695133135,0.30357142857142705,0.21318373071528995,0.29841269841267604,0.15901820866141492,0.6885820280296784,0.3636363636363633,0.33999999999999986,0.38309623430962425
1,78,42.0033,0.8413,100.0,0.47383720930233153,0.1851179673321255,0.3226804123711311,0.4000000000000057,0.25000000000000355,0.3105802047781481,0.13549652344445917,0.23214285714285765,0.21318373071528995,0.28571428571422075,0.17827263779527414,0.6933223413025544,0.18181818181818343,0.1999999999999993,0.4918828451882842
1,79,42.0033,0.84,100.0,0.5029069767442138,0.3220407340189553,0.20618556701030855,0.6000000000000085,0.35384615384615614,0.29692832764499144,0.08652760444523722,0.16666666666666785,0.22861150070126257,0.301587301587233,0.14394685039370358,0.6403544929925822,0.3636363636363633,0.41000000000000014,0.4994142259414218
1,80,10.0077,0.25,100.0,0.2727272727272805,0.19903867161897182,0.19115848331294671,0.33333333333337123,0.1497045305318423,0.12605042016821244,0.16007036059806268,0.22560975609756184,0.11938202247190688,0.0409836065575746,0.1438286092555856,0.6401991614255778,0.2727272727272734,0.397058823529413,0.4577488497362836
1,81,20.0068,0.7005,100.0,0.37313432835821914,0.2490523968784899,0.15403949730700361,0.45454545454543904,0.17995018679950192,0.14012738853489282,0.13478076228899027,0.20430107526881613,0.20549828178694085,0.13907284768220052,0.16558781826027769,0.5517636280348128,0.36363636363636687,0.33587786259542085,0.3498995983935771
1,82,35.004,0.8412,100.0,0.3604651162790731,0.36382440818202966,0.2888162951575737,0.5000000000000284,0.19532044760936174,0.18088737201367167,0.10038905918415253,0.28834355828220737,0.1707048458149778,0.16293929712458066,0.17536685109454453,0.6481806225339781,0.09090909090908994,0.2525252525252526,0.5443210930828339
1,83,25.005,0.621,60.0,0.2846975088967838,0.36916007148328234,0.3480498911106693,0.4000000000000057,0.2536520584329338,0.1926229508196684,0.11967021985343251,0.2451612903225815,0.17784256559766476,0.2109374999998863,0.2202824133504464,0.5290710148036908,0.3333333333333286,0.4259259259259274,0.3577593799542029
1,84,20.0031,0.7,100.0,0.3283582089551942,0.15585284280936662,0.23698384201076905,0.45454545454543904,0.18306351183063185,0.14012738853489282,0.07256608981845147,0.24193548387096797,0.1999999999999993,0.12582781456967496,0.1756981690401389,0.5625286303252395,0.36363636363636687,0.34351145038167985,0.45896084337349663
1,85,42.0007,0.8417,100.0,0.3313953488372192,0.3938294010889294,0.223711340206183,0.6000000000000085,0.2192307692307729,0.2832764505119485,0.11309205443632919,0.27380952380952195,0.3183730715287538,0.28888888888877773,0.1927288385826813,0.6395300906842536,0.2727272727272734,0.4299999999999997,0.5472803347280326
1,86,0.0013,0.0,100.0,0.43093922651934236,0.23587601670696756,0.12003887898914556,0.5714285714285552,0.14252336448598513,0.5476190476192642,0.1677567220079368,0.20833333333333215,0.13764766307139453,0.5925925925923821,0.25272292040694566,0.5554996224515456,0.25,0.45833333333333215,0.3879927358188233
1,87,35.0073,0.8411,100.0,0.36627906976747227,0.1893817513215339,0.31994619523443646,0.5000000000000284,0.2197355035605284,0.16382252559731114,0.08170242867247879,0.22085889570551842,0.18392070484581424,0.15974440894569852,0.1985205677171038,0.6646207803594955,0.18181818181818343,0.3737373737373719,0.4181041844577287
1,88,42.0001,0.8408,100.0,0.4970930232558146,0.21758419036095944,0.31958762886597825,0.4000000000000057,0.1474358974358978,0.31740614334466954,0.11190348844120024,0.1369047619047592,0.24964936886395606,0.30793650793634697,0.14960629921259994,0.6510717230008218,0.2727272727272734,0.5099999999999998,0.5198326359832635
1,89,20.0045,0.7,100.0,0.29253731343280265,0.4552954292084763,0.37827648114901535,0.5454545454545325,0.2478206724782055,0.19108280254795318,0.12156279859857477,0.27956989247311625,0.16494845360824684,0.13907284768220052,0.15942297022378682,0.5680256527714143,0.36363636363636687,0.4961832061068705,0.5148092369477908
1,90,0.0021,0.0006,100.0,0.3508287292818011,0.1879533963508493,0.08893568767211946,0.5714285714285552,0.16682242990654572,0.5833333333334849,0.16837162502096703,0.30357142857142705,0.13713405238829068,0.5987654320986167,0.22262118491921257,0.5673294739491546,0.3333333333333286,0.4404761904761898,0.5003738916782368
1,91,9.9992,0.25,100.0,0.38567493112947204,0.3517587939698501,0.2575572252315226,0.5,0.19369665134602698,0.13445378151254772,0.14918645558486787,0.3170731707317067,0.1516853932584219,0.16393442622938892,0.17885298188602405,0.528039832285117,0.18181818181817988,0.47058823529411953,0.2250028055212674
1,92,25.0046,0.62,60.0,0.3843416370106354,0.1769211130967534,0.3128093446842186,0.4000000000000057,0.2164674634794146,0.21721311475403127,0.15123251165888973,0.14193548387096655,0.14868804664723,0.2265625,0.1510483525887878,0.4917399699635254,0.3333333333333286,0.5000000000000018,0.5684340320591854
